p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
4.07297862033271e-06,0.982613477918273,0.333,0.135,0.0751342366092775,2,Rock2
1.08429336452486e-05,4.56700162266589,0.288,0.114,0.2000195969539,2,Pde4b
1.22984326817846e-05,0.718532620844117,0.379,0.179,0.226869187680881,2,Stk4
1.31750922667676e-05,0.94565306321169,0.318,0.136,0.243040927045062,2,Hdac8
1.5797544581596e-05,1.08396848728495,0.258,0.097,0.291417304896702,2,Fam193a
1.72056889024329e-05,1.76004145282646,0.652,0.399,0.31739334318318,2,Dock2
2.05533696031312e-05,1.75299570666992,0.258,0.098,0.379148009068961,2,Hnrnpul1
2.31057045414684e-05,-9.42882772887898,0.47,0.233,0.426230931676467,2,Prkce
2.66117076097465e-05,0.358505927598796,0.348,0.149,0.490906170276993,2,Unc93b1
2.75264772374368e-05,0.931674240226698,0.424,0.236,0.507780925598997,2,Pan3
2.97568593524287e-05,-0.65048551722747,0.485,0.262,0.548924784474252,2,Serinc3
3.14428197873911e-05,1.96634509845443,0.258,0.102,0.580025696618004,2,Gsap
3.25109926447013e-05,-0.958529073148646,0.591,0.353,0.599730281316804,2,Runx1
3.54403157811106e-05,0.760788673005771,0.288,0.118,0.653767505214146,2,Ets1
3.6997982203034e-05,-66.5070080613768,1,0.999,0.682501777699367,2,mt-Rnr1
3.76656322886217e-05,-3.11021955112483,0.273,0.109,0.694817918828205,2,Trps1
4.2936424032738e-05,0.498907664745031,0.258,0.101,0.792048214131917,2,Cdk19
4.4039053452164e-05,1.64059531284558,0.455,0.252,0.812388419032069,2,Srrm2
5.50957766855706e-05,0.892543987936051,0.288,0.12,1,2,Cacna1e
5.6176345846035e-05,-1.36197232604866,0.636,0.38,1,2,Ccnb1ip1
5.84283227736835e-05,-2.94291048310865,0.409,0.204,1,2,Pik3ap1
6.11290713375003e-05,1.25350168770338,0.258,0.104,1,2,Arglu1
6.32872721515423e-05,0.750479718613896,0.258,0.106,1,2,Ralgapa1
0.000134899947269178,-10.374720479042,0.061,0.272,1,2,Slc4a1
0.000146010977201569,0.717070804619219,0.258,0.108,1,2,Tlk1
0.000157209303030474,-0.415746793717561,0.379,0.191,1,2,Plekha2
0.000190378075096198,0.309820905431432,0.258,0.108,1,2,Fars2
0.000246733453851831,0.960389460254277,0.333,0.163,1,2,Bptf
0.000264948501651874,1.04850278817348,0.273,0.124,1,2,Pik3cd
0.000274691888202424,0.719816298340151,0.333,0.169,1,2,Dgkd
0.000293134094878837,-2.58157212635327,0.333,0.163,1,2,Akt3
0.000403016289532273,-2.5477081006713,0.121,0.34,1,2,Tut7
0.000497873431470857,0.366983740136704,0.53,0.363,1,2,Ankrd11
0.000547877692201017,0.455633672758815,0.258,0.115,1,2,Stk24
0.00060906352793241,-0.468648968971104,0.348,0.177,1,2,Hnrnpm
0.000633950466905498,1.38918691266571,0.348,0.184,1,2,Arhgef1
0.000652453191803873,2.30439673479399,0.333,0.174,1,2,Rapgef6
0.000663091435652603,-81.2641245722274,0.364,0.547,1,2,S100a9
0.000681404142602762,7.03962501610404,0.455,0.288,1,2,Jund
0.000703634898705202,0.563726100702327,0.273,0.129,1,2,Csnk1a1
0.000712841134486538,-98.5150058423793,1,0.998,1,2,mt-Rnr2
0.000723554131069158,-0.971033342614996,0.364,0.197,1,2,Xylt1
0.000738977693611492,1.59851865195803,0.258,0.119,1,2,Ppp2r5c
0.000757288560224904,0.704497717185238,0.364,0.192,1,2,Chd4
0.000811200474083765,0.276490078641612,0.364,0.192,1,2,Itsn2
0.000955164060790512,-2.81998434838958,0.409,0.221,1,2,Dock10
0.00103956126040594,1.456620857356,0.364,0.199,1,2,Plcg2
0.00124684927624533,1.69827781759753,0.455,0.27,1,2,Celf2
0.00131196209141406,0.48405458763788,0.303,0.153,1,2,Hmgb1
0.00134950709218869,-0.346467141792844,0.288,0.145,1,2,Rftn1
0.00136397478827926,0.824317664609114,0.288,0.148,1,2,Kdm5a
0.0013782609748686,1.98365184565662,0.288,0.155,1,2,Hnrnph1
0.00151946959022182,-4.8684764415489,0.727,0.543,1,2,Rn7sk
0.00192494886581317,1.91523353395275,0.273,0.135,1,2,Baz2a
0.00197274448642677,1.30627689986077,0.303,0.161,1,2,H2-D1
0.00201877099122275,-0.284748476408088,0.318,0.168,1,2,Cyfip2
0.00211233125449464,0.717137682150857,0.545,0.366,1,2,Tnrc6b
0.00221167696165698,-12.6438448121982,0.091,0.258,1,2,Marchf3
0.00234210519222482,0.583308491184657,0.288,0.155,1,2,Tnrc18
0.00249051121603853,0.891776623083305,0.258,0.13,1,2,Taok3
0.00251123472035078,-13.5848220433191,0.106,0.264,1,2,Specc1
0.00251664824921874,1.89713271709628,0.288,0.152,1,2,Rbm5
0.00255258338761037,1.0056255157262,0.273,0.139,1,2,Eif4g2
0.0028876504906137,-249.113881723738,0.258,0.39,1,2,Hba-a1
0.00299670607015604,1.04866150022653,0.273,0.146,1,2,Lrch1
0.0032506728276245,0.322761463321389,0.409,0.262,1,2,Mir142hg
0.00332996926536163,-1.86709087898994,0.364,0.219,1,2,Eif3a
0.00370966546133482,0.593765110123093,0.273,0.145,1,2,Nsmce2
0.0037552690144151,0.401562184705702,0.288,0.153,1,2,Grk2
0.00427313223400043,1.12228375058821,0.258,0.133,1,2,Znrf1
0.00455183942773122,0.648589796956792,0.303,0.171,1,2,Dyrk1a
0.00457807760697599,-0.268585412414755,0.455,0.304,1,2,Aff1
0.00500781424598365,-1.30651955928362,0.273,0.148,1,2,Snx29
0.0054698032551511,1.02954527563011,0.303,0.175,1,2,Sf3b1
0.00617861806215335,0.280384488108349,0.288,0.159,1,2,Ankrd17
0.00621310649416599,-15.9796379957391,0.212,0.363,1,2,Neat1
0.00744497640375142,0.681997945077805,0.348,0.207,1,2,Lrrc8d
0.00794185694286672,0.279807711529474,0.333,0.199,1,2,Son
0.0084107749718961,-40.9892603232907,0.136,0.275,1,2,Tmcc2
0.00949882894659346,-6.45003639092004,0.121,0.264,1,2,Ncf2
0.00963238945277726,-0.449765676184753,0.379,0.249,1,2,Arid1b
